Timestamp,Asset_ID,Latitude,Longitude,Inventory_Level,Shipment_Status,Temperature,Humidity,Traffic_Status,Waiting_Time,User_Transaction_Amount,User_Purchase_Frequency,Logistics_Delay_Reason,Asset_Utilization,Demand_Forecast,Logistics_Delay,timestamp_month,timestamp_day,timestamp_hour,timestamp_weekday,is_weekend,is_night,is_business_hours,hour_sin,hour_cos,month_sin,month_cos,abs_latitude,abs_longitude,distance_from_origin,inventory_to_demand_ratio,inventory_minus_demand,utilization_x_waiting,traffic_waiting_pressure,humidity_temperature_index,purchase_value_score,is_heavy_traffic,is_detour,is_clear_traffic
2024-12-02 08:32:47,Truck_8,5.9179,74.8254,425,Delayed,19.3,51.1,Heavy,39,235,9,Mechanical Failure,88.3,242,1,12,2,8,0,0,0,1,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,5.9179,74.8254,75.05905691900212,1.7489711934156378,183,3443.7,39,986.23,2115,1,0,0
2024-02-12 06:23:27,Truck_7,49.3929,-47.5805,369,Delivered,26.3,52.1,Detour,48,104,7,,66.7,220,0,2,12,6,0,0,0,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,49.3929,47.5805,68.58252365333314,1.669683257918552,149,3201.6000000000004,48,1370.23,728,0,1,0
2024-04-24 06:17:22,Truck_10,80.3158,70.765,223,Delayed,24.0,60.2,Heavy,45,292,6,Weather,78.4,205,1,4,24,6,2,0,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,80.3158,70.765,107.04350963341962,1.0825242718446602,18,3528.0000000000005,45,1444.8000000000002,1752,1,0,0
2024-12-06 19:05:13,Truck_2,-19.8847,42.5062,200,Delivered,28.1,72.1,Detour,28,129,9,,74.3,134,0,12,6,19,4,0,0,0,-0.9659258262890684,0.2588190451025203,-2.4492935982947064e-16,1.0,19.8847,42.5062,46.92737295577071,1.4814814814814814,66,2080.4,28,2026.01,1161,0,1,0
2024-04-30 11:53:17,Truck_9,5.4555,-147.5455,466,In Transit,26.1,72.1,Detour,54,475,9,Mechanical Failure,83.4,222,0,4,30,11,1,0,0,1,0.258819045102521,-0.9659258262890682,0.8660254037844387,-0.4999999999999998,5.4555,147.5455,147.646324202467,2.0896860986547083,244,4503.6,54,1881.81,4275,0,1,0
2024-09-19 22:53:51,Truck_8,-19.2577,66.744,474,In Transit,27.7,71.2,Heavy,50,311,3,Mechanical Failure,91.6,266,1,9,19,22,3,0,0,0,-0.5000000000000004,0.8660254037844384,-1.0,-1.8369701987210297e-16,19.2577,66.744,69.4666865863775,1.7752808988764044,208,4580.0,50,1972.24,933,1,0,0
2024-12-22 15:08:14,Truck_6,-79.0792,-16.3423,490,Delivered,23.1,75.2,Heavy,14,460,7,,87.8,261,1,12,22,15,6,1,0,1,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,79.0792,16.3423,80.75017425324853,1.8702290076335877,229,1229.2,14,1737.1200000000001,3220,1,0,0
2024-08-15 05:45:04,Truck_5,-1.6787,3.2441,126,Delivered,29.6,67.6,Detour,19,201,9,Weather,84.1,255,0,8,15,5,3,0,1,0,0.9659258262890683,0.25881904510252074,-0.8660254037844384,-0.5000000000000004,1.6787,3.2441,3.6527001656308995,0.4921875,-129,1597.8999999999999,19,2000.96,1809,0,1,0
2024-03-16 11:17:42,Truck_7,-8.2431,-12.4959,164,In Transit,18.2,76.4,Clear,45,466,7,,98.1,196,0,3,16,11,5,1,0,1,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,8.2431,12.4959,14.969843500183963,0.8324873096446701,-32,4414.5,0,1390.48,3262,0,0,1
2024-12-28 11:40:55,Truck_2,-30.0701,135.6396,477,Delayed,19.2,79.4,Clear,12,310,5,Mechanical Failure,63.7,129,1,12,28,11,5,1,0,1,0.258819045102521,-0.9659258262890682,-2.4492935982947064e-16,1.0,30.0701,135.6396,138.9327607232002,3.669230769230769,348,764.4000000000001,0,1524.48,1550,0,0,1
2024-02-04 18:55:58,Truck_5,61.8444,107.4835,245,In Transit,24.2,56.9,Detour,39,379,2,Traffic,66.4,183,0,2,4,18,6,1,0,0,-1.0,-1.8369701987210297e-16,0.8660254037844386,0.5000000000000001,61.8444,107.4835,124.00577641227041,1.3315217391304348,62,2589.6000000000004,39,1376.98,758,0,1,0
2024-12-01 23:54:16,Truck_7,-68.3515,158.251,206,Delayed,20.7,77.5,Clear,15,308,2,Mechanical Failure,63.9,209,1,12,1,23,6,1,0,0,-0.25881904510252157,0.9659258262890681,-2.4492935982947064e-16,1.0,68.3515,158.251,172.38128249102337,0.9809523809523809,-3,958.5,0,1604.25,616,0,0,1
2024-06-22 13:26:02,Truck_6,-33.8378,73.3221,310,In Transit,18.7,54.7,Clear,52,232,9,Traffic,72.6,113,0,6,22,13,5,1,0,1,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,33.8378,73.3221,80.75349563486401,2.719298245614035,197,3775.2,0,1022.89,2088,0,0,1
2024-07-27 15:50:46,Truck_2,69.6609,38.4464,225,Delivered,19.0,63.0,Heavy,17,282,6,Weather,99.6,265,1,7,27,15,5,1,0,1,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388,69.6609,38.4464,79.56611503504492,0.8458646616541353,-40,1693.1999999999998,17,1197.0,1692,1,0,0
2024-09-05 14:12:00,Truck_3,20.8843,1.3947,303,Delayed,20.7,70.6,Clear,47,143,10,,98.1,123,1,9,5,14,3,0,0,1,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,20.8843,1.3947,20.93081877471591,2.443548387096774,180,4610.7,0,1461.4199999999998,1430,0,0,1
2024-11-11 22:09:53,Truck_1,-14.8081,-177.3003,237,Delayed,20.7,78.3,Heavy,35,491,2,,80.7,189,1,11,11,22,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,14.8081,177.3003,177.9176107238966,1.2473684210526317,48,2824.5,35,1620.81,982,1,0,0
2024-05-01 22:26:11,Truck_6,0.0414,-130.6505,172,Delivered,18.2,79.9,Clear,46,258,3,Mechanical Failure,60.1,154,0,5,1,22,2,0,0,0,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,0.0414,130.6505,130.65050655933177,1.1096774193548387,18,2764.6,0,1454.18,774,0,0,1
2024-07-26 20:19:01,Truck_9,-79.9146,-3.8554,214,In Transit,21.7,77.0,Heavy,47,187,10,,97.4,175,1,7,26,20,4,0,0,0,-0.8660254037844386,0.5000000000000001,-0.4999999999999997,-0.8660254037844388,79.9146,3.8554,80.00754590862039,1.2159090909090908,39,4577.8,47,1670.8999999999999,1870,1,0,0
2024-08-09 01:16:43,Truck_3,76.4465,173.1493,330,Delayed,24.0,52.9,Heavy,14,425,1,Mechanical Failure,89.8,289,1,8,9,1,4,0,1,0,0.25881904510252074,0.9659258262890683,-0.8660254037844384,-0.5000000000000004,76.4465,173.1493,189.27426516232998,1.1379310344827587,41,1257.2,14,1269.6,425,1,0,0
2024-01-29 21:04:08,Truck_5,-15.6005,-92.1974,130,Delivered,18.1,78.3,Heavy,39,424,9,Traffic,92.3,143,1,1,29,21,0,0,0,0,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,15.6005,92.1974,93.50794707943277,0.9027777777777778,-13,3599.7,39,1417.23,3816,1,0,0
2024-03-23 12:47:34,Truck_2,67.396,170.1537,364,Delayed,26.9,67.8,Clear,55,467,7,Weather,95.2,128,1,3,23,12,5,1,0,1,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,67.396,170.1537,183.0150333707316,2.8217054263565893,236,5236.0,0,1823.82,3269,0,0,1
2024-10-17 13:22:31,Truck_8,33.6179,-67.2758,430,Delayed,26.4,68.4,Heavy,16,277,8,,71.9,137,1,10,17,13,3,0,0,1,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,33.6179,67.2758,75.20768887587226,3.1159420289855073,293,1150.4,16,1805.76,2216,1,0,0
2024-07-11 07:07:27,Truck_8,-50.8174,-40.3409,187,In Transit,18.6,67.7,Clear,12,375,5,,85.4,140,0,7,11,7,3,0,0,0,0.9659258262890683,-0.25881904510252063,-0.4999999999999997,-0.8660254037844388,50.8174,40.3409,64.88294348725249,1.326241134751773,47,1024.8000000000002,0,1259.2200000000003,1875,0,0,1
2024-12-11 16:57:48,Truck_5,50.2709,125.6915,323,Delayed,28.3,61.2,Detour,52,139,4,Weather,72.4,127,1,12,11,16,2,0,0,1,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,50.2709,125.6915,135.37177164778484,2.5234375,196,3764.8,52,1731.96,556,0,1,0
2024-01-10 01:05:25,Truck_9,-73.8211,3.187,386,Delivered,26.6,78.2,Detour,19,456,7,Traffic,87.6,290,0,1,10,1,2,0,1,0,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,73.8211,3.187,73.88986245900043,1.3264604810996563,96,1664.3999999999999,19,2080.1200000000003,3192,0,1,0
2024-06-17 07:59:24,Truck_9,79.1172,178.4934,422,Delayed,19.6,53.3,Heavy,40,205,5,Weather,86.1,242,1,6,17,7,0,0,0,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,79.1172,178.4934,195.2419657230484,1.7366255144032923,180,3444.0,40,1044.68,1025,1,0,0
2024-04-17 20:13:18,Truck_9,67.9086,-140.0283,318,Delivered,26.0,77.4,Clear,19,314,2,,70.2,250,0,4,17,20,2,0,0,0,-0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,67.9086,140.0283,155.6261634650485,1.2669322709163346,68,1333.8,0,2012.4,628,0,0,1
2024-10-09 18:26:11,Truck_9,-72.8958,129.8921,176,In Transit,22.6,73.3,Heavy,37,154,4,Mechanical Failure,91.4,169,1,10,9,18,2,0,0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,72.8958,129.8921,148.94883450383222,1.035294117647059,7,3381.8,37,1656.58,616,1,0,0
2024-11-27 17:17:47,Truck_4,-58.6802,-62.7474,125,Delayed,23.4,57.6,Heavy,23,191,2,Traffic,72.0,241,1,11,27,17,2,0,0,1,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,58.6802,62.7474,85.91043055880932,0.5165289256198347,-116,1656.0,23,1347.84,382,1,0,0
2024-06-12 02:49:27,Truck_6,64.0395,-151.7045,336,In Transit,27.4,58.9,Detour,49,100,10,Weather,70.7,236,0,6,12,2,2,0,1,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,64.0395,151.7045,164.66727932561466,1.4177215189873418,100,3464.3,49,1613.86,1000,0,1,0
2024-11-02 21:19:46,Truck_7,-24.1402,-168.6013,244,Delivered,21.3,73.8,Heavy,39,229,7,,98.1,197,1,11,2,21,5,1,0,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,24.1402,168.6013,170.32071987204023,1.2323232323232323,47,3825.8999999999996,39,1571.94,1603,1,0,0
2024-02-29 15:12:54,Truck_4,72.8574,179.01,391,In Transit,20.5,71.2,Detour,12,112,7,,78.3,267,0,2,29,15,3,0,0,1,-0.7071067811865471,-0.7071067811865479,0.8660254037844386,0.5000000000000001,72.8574,179.01,193.26867525483792,1.458955223880597,124,939.5999999999999,12,1459.6000000000001,784,0,1,0
2024-03-17 23:47:15,Truck_6,7.3575,86.6442,425,Delivered,24.2,54.6,Detour,32,193,3,Weather,69.9,260,0,3,17,23,6,1,0,0,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,7.3575,86.6442,86.95602451751114,1.628352490421456,165,2236.8,32,1321.32,579,0,1,0
2024-11-25 10:39:09,Truck_5,68.9594,-123.5048,403,In Transit,26.9,60.6,Clear,50,418,1,Traffic,67.8,182,0,11,25,10,0,0,0,1,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,68.9594,123.5048,141.452587361985,2.202185792349727,221,3390.0,0,1630.1399999999999,418,0,0,1
2024-07-04 18:22:32,Truck_4,14.9079,50.1606,438,Delayed,26.5,69.3,Heavy,34,378,5,Weather,88.7,256,1,7,4,18,3,0,0,0,-1.0,-1.8369701987210297e-16,-0.4999999999999997,-0.8660254037844388,14.9079,50.1606,52.329067207145975,1.7042801556420233,182,3015.8,34,1836.4499999999998,1890,1,0,0
2024-03-19 05:23:55,Truck_1,66.2353,10.8345,339,In Transit,26.8,64.5,Detour,24,235,6,Traffic,69.3,212,0,3,19,5,1,0,1,0,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,66.2353,10.8345,67.11558206810099,1.591549295774648,127,1663.1999999999998,24,1728.6000000000001,1410,0,1,0
2024-03-20 01:25:23,Truck_9,70.1899,-65.6792,203,In Transit,18.0,68.9,Heavy,19,370,3,Traffic,74.4,254,1,3,20,1,2,0,1,0,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,70.1899,65.6792,96.12689204717896,0.796078431372549,-51,1413.6000000000001,19,1240.2,1110,1,0,0
2024-07-18 11:16:58,Truck_4,51.4539,-20.8253,313,Delivered,23.6,65.2,Clear,49,137,6,,100.0,122,0,7,18,11,3,0,0,1,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388,51.4539,20.8253,55.508530383176236,2.5447154471544717,191,4900.0,0,1538.7200000000003,822,0,0,1
2024-08-10 08:40:26,Truck_2,-39.88,55.1792,261,Delivered,27.1,67.3,Detour,35,496,2,Weather,71.3,264,0,8,10,8,5,1,0,1,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,39.88,55.1792,68.08199844775416,0.9849056603773585,-3,2495.5,35,1823.83,992,0,1,0
2024-02-20 08:11:14,Truck_8,-17.2355,-130.6915,179,In Transit,28.5,51.0,Detour,12,354,3,Weather,92.8,225,0,2,20,8,1,0,0,1,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,17.2355,130.6915,131.82310356117398,0.7920353982300885,-46,1113.6,12,1453.5,1062,0,1,0
2024-12-18 02:23:25,Truck_6,-44.2576,-86.5073,442,In Transit,18.3,50.3,Clear,56,469,2,,96.3,192,0,12,18,2,2,0,1,0,0.49999999999999994,0.8660254037844387,-2.4492935982947064e-16,1.0,44.2576,86.5073,97.17123088162462,2.290155440414508,250,5392.8,0,920.49,938,0,0,1
2024-08-20 16:18:37,Truck_5,19.9257,116.0526,291,Delivered,28.5,54.6,Heavy,14,316,7,,77.5,288,1,8,20,16,1,0,0,1,-0.8660254037844384,-0.5000000000000004,-0.8660254037844384,-0.5000000000000004,19.9257,116.0526,117.75075153581822,1.0069204152249136,3,1085.0,14,1556.1000000000001,2212,1,0,0
2024-11-06 07:40:41,Truck_5,-47.2094,15.6324,348,Delivered,28.2,68.3,Clear,22,415,4,Traffic,67.4,204,0,11,6,7,2,0,0,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,47.2094,15.6324,49.730266218068856,1.697560975609756,144,1482.8000000000002,0,1926.06,1660,0,0,1
2024-12-14 15:09:01,Truck_6,-58.4249,-57.6609,454,In Transit,23.7,51.9,Clear,51,232,7,Weather,78.7,172,0,12,14,15,5,1,0,1,-0.7071067811865471,-0.7071067811865479,-2.4492935982947064e-16,1.0,58.4249,57.6609,82.08683407721362,2.6242774566473988,282,4013.7000000000003,0,1230.03,1624,0,0,1
2024-01-15 12:01:25,Truck_1,-20.0696,-73.2689,486,Delivered,29.1,78.4,Clear,21,158,7,,62.6,243,0,1,15,12,0,0,0,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,20.0696,73.2689,75.96789158170706,1.9918032786885247,243,1314.6000000000001,0,2281.44,1106,0,0,1
2024-05-18 10:00:52,Truck_10,-36.8549,164.7618,483,In Transit,29.2,65.0,Heavy,57,167,8,Mechanical Failure,96.8,245,1,5,18,10,5,1,0,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,-0.8660254037844387,36.8549,164.7618,168.83345164169924,1.9634146341463414,238,5517.599999999999,57,1898.0,1336,1,0,0
2024-11-17 02:02:28,Truck_4,-86.6609,-128.0354,472,Delivered,23.5,72.0,Clear,59,485,3,Weather,67.2,248,0,11,17,2,6,1,1,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,86.6609,128.0354,154.6065174627836,1.895582329317269,224,3964.8,0,1692.0,1455,0,0,1
2024-08-22 20:11:57,Truck_5,-53.3732,-99.637,186,In Transit,18.9,70.5,Clear,38,344,1,Traffic,95.6,252,0,8,22,20,3,0,0,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844384,-0.5000000000000004,53.3732,99.637,113.03198771692905,0.7351778656126482,-66,3632.7999999999997,0,1332.4499999999998,344,0,0,1
